datetime,high,low,average
10/18/14 23:56,390.98,389.37,390.2
10/19/14 0:56,391.36,388.68,390.5
10/19/14 1:56,390.92,388.77,390.03
10/19/14 2:56,394.03,390.11,392.31
10/19/14 3:56,393.55,391.59,392.42
10/19/14 4:56,392.63,391.22,391.91
10/19/14 5:56,391.78,390.65,391.23
10/19/14 6:56,392.92,391.88,392.49
10/19/14 7:56,392.41,391.57,391.99
10/19/14 8:56,392.8,387.95,390.01
10/19/14 9:56,389.13,387.59,388.54
10/19/14 10:56,388.37,385.79,387.3
10/19/14 11:56,388.04,386.26,387.03
10/19/14 12:56,390.19,387.96,389.14
10/19/14 13:56,392.34,389.37,390.46
10/19/14 14:56,392.78,390.54,391.65
10/19/14 15:56,391.96,389.93,391.35
10/19/14 16:56,390.17,388.42,389.27
10/19/14 17:56,391.44,388.9,390.12
10/19/14 18:56,390.59,389.23,389.88
10/19/14 19:56,389.99,388.6,389.33
10/19/14 20:56,389.81,388.32,388.98
10/19/14 21:56,391.43,388.42,390.19
10/19/14 22:56,391.5,388.71,389.92
10/19/14 23:56,389.15,387.96,388.48
10/20/14 0:56,389.77,385.37,387.66
10/20/14 1:56,385.75,384.27,385.08
10/20/14 2:56,386.58,383.87,385.25
10/20/14 3:56,384.89,378.4,381.31
10/20/14 4:56,381.06,379.08,380.25
10/20/14 5:56,383.04,379.92,382.01
10/20/14 6:56,383.19,375.27,382.36
10/20/14 7:56,381.08,376.98,379.39
10/20/14 8:56,382.18,379.09,380.85
10/20/14 9:56,384.08,380.93,382.28
10/20/14 10:56,383.32,380.29,382.32
10/20/14 11:56,383.62,380.79,382.3
10/20/14 12:56,384.58,382.58,383.46
10/20/14 13:56,384.7,383.55,384.17
10/20/14 14:56,384.72,381.92,383.45
10/20/14 15:56,385.93,383.21,384.35
10/20/14 16:56,386.01,382.04,384.74
10/20/14 17:56,383.91,382.73,383.29
10/20/14 18:56,383.72,382.65,383.17
10/20/14 19:56,384.36,382.23,383.3
10/20/14 20:56,383.84,381.59,382.54
10/20/14 21:56,384.01,381.69,382.88
10/20/14 22:56,382.56,381.52,382.16
